身份证	身份证 🪪
下标	下标 ₀ ₁ ₂ ₃ ₄ ₅ ₆ ₇ ₈ ₉ ₊ ₋ ₌ ₍ ₎ ‸ ᴀ ₐ ᴁ ʙ ᴃ ᵦ ᴄ ᴐ ᴒ ᴅ ᴆ ᴇ ₑ ₔ ᵩ ɢ ʛ ᴦ ᵧ ʜ ₕ ɪ ᵻ ᵢ ᴊ ⱼ ᴋ ₖ ʟ ₗ ᴌ ᴧ ᴍ ₘ ꟺ ɴ ᴎ ₙ ᴏ ₒ ɶ ʘ ᴓ ᴑ ᴘ ₚ ᴨ ᴪ ʀ ᵣ ᴙ ʁ ᴚ ᵨ ₛ ᴛ ₜ ᴜ ᵤ ᵾ ᴠ ᵥ ᴡ ₓ ᵪ ʏ ᴢ ᴣ
货币	货币 ₳ ฿ ₿ ￠ ₡ ¢ ₢ ₵ ₫ € ￡ £ ₤ ₣ ƒ ₲ ₭ Ł ₥ ₦ ₽ ₱ ＄ $ ₮ ℳ ₶ ₩ ￦ ¥ ￥ ₴ ₸ ¤ ₰ ៛ ₪ ₯ ₠ ₧ ﷼ 円 元 圓 ㍐ 원 ৳ ₹ ₨ ৲ ௹
钱	钱 💰 💸 🪙 💱 💲 💴 💵 💶 💷 ₳ ฿ ₿ ￠ ₡ ¢ ₢ ₵ ₫ € ￡ £ ₤ ₣ ƒ ₲ ₭ Ł ₥ ₦ ₽ ₱ ＄ $ ₮ ℳ ₶ ₩ ￦ ¥ ￥ ₴ ₸ ¤ ₰ ៛ ₪ ₯ ₠ ₧ ﷼ 円 元 圓 ㍐ 원 ৳ ₹ ₨ ৲ ௹
硬币	硬币 🪙
结构	结构 ⿰ ⿱ ⿲ ⿳ ⿴ ⿵ ⿶ ⿷ ⿸ ⿹ ⿺ ⿻ 〾
括号	括号 [] 〈〉 《》 ⁽⁾ ₍₎ 「」 『』 【】 〖〗 〔〕 ︵ ︶ ︷ ︸ ︹ ︺ ︻ ︼ ︽ ︾ ︿ ﹀ ﹁ ﹂ ﹃ ﹄ ﹙﹚ ﹛﹜ ﹝﹞ ﹤﹥ （） ＜＞ ｛｝
表	表 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕡 🕖 🕢 🕗 🕣 🕘 🕤 🕙 🕥 🕚 🕦 📈 📉 📊
钟	钟 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕡 🕖 🕢 🕗 🕣 🕘 🕤 🕙 🕥 🕚 🕦
钟表	钟表 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕡 🕖 🕢 🕗 🕣 🕘 🕤 🕙 🕥 🕚 🕦
统计	统计 📈 📉 📊
趋势	趋势 📈 📉 📊
月	月 🈷 ㊊ ㈪ ㋀ ㋁ ㋂ ㋃ ㋄ ㋅ ㋆ ㋇ ㋈ ㋉ ㋊ ㋋ 🌝 🌚 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌛 🌜
日	日 ㊐ ㈰ ㏠ ㏡ ㏢ ㏣ ㏤ ㏥ ㏦ ㏧ ㏨ ㏩ ㏪ ㏫ ㏬ ㏭ ㏮ ㏯ ㏰ ㏱ ㏲ ㏳ ㏴ ㏵ ㏶ ㏷ ㏸ ㏹ ㏺ ㏻ ㏼ ㏽ ㏾
点	点 · ・ • ● ⬤ :00 :15 :30 :45 🉄 ㍘ ㍙ ㍚ ㍛ ㍜ ㍝ ㍞ ㍟ ㍠ ㍡ ㍢ ㍣ ㍤ ㍥ ㍦ ㍧ ㍨ ㍩ ㍪ ㍫ ㍬ ㍭ ㍮ ㍯ ㍰
半	半 :30
上午	上午 ㏂
下午	下午 ㏘
酸碱	酸碱 ㏗
pH	pH ㏗
比例	比例 4:3 16:9
标准	标准 ⊖ ⦵
定义	定义 ≔ ≝ ≕
分数	分数 ⁄ ½ ⅓ ⅔ ¼ ¾ ⅕ ⅖ ⅗ ⅘ ⅙ ⅚ ⅐ ⅛ ⅜ ⅝ ⅞ ⅑ ⅒ ⅟ ↉ ℀ ℁ ℅ ℆ ⅍
数学	数学 + − - × ÷ ± ∓ ∔ ⁺ ⁻ ⁼ ⁽ ⁾ ⁿ ₊ ₋ ₌ ₍ ₎ ㏍ ㎅ ㎆ ㎇ № ª º ℔ ℥ ℨ ℬ ℊ µ ℌ ℑ ℞ ℳ ℃ ℉ ℀ ℁ ℅ ℆ = ℾ ℿ ⅀ ℽ ¬ ∩ ∪ ∝ ∞ ℵ ℶ ℷ ℸ ℏ ℇ ∀ ∁ ∂ ℮ ∃ ∄ ∅ ∆ ∇ ⊂ ⊃ ⊄ ⊅ ⊆ ⊇ ⊈ ⊉ ⊊ ⊋ ∈ ∉ ∊ ∋ ∌ ∍ ∧ ∨ < > ≤ ≥ ≦ ≧ ≨ ≩ ≪ ≫ ≭ ≮ ≯ ≰ ≱ ≲ ≳ ≴ ≶ ≷ ≸ ≹ ≺ ≻ ≼ ≽ ≾ ≿ ⊀ ⊁ ∎ ∏ ∐ ∑ ∕ ∖ ∗ ∘ ∙ √ ∛ ∜ ∟ ∠ ∡ ∢ ∣ ∤ ∥ ∦ ∫ ∬ ∭ ∮ ∯ ∰ ∱ ∲ ∳ ⌠ ⎮ ⌡ ∴ ∵ ∶ ∷ ∸ ∹ ∺ ∻ ∼ ∽ ∾ ∿ ≀ ≁ ≂ ≃ ≄ ≅ ≆ ≇ ≈ ≉ ≊ ≋ ≌ ≍ ≎ ≏ ≐ ≑ ≒ ≓ ≔ ≕ ≖ ≗ ≘ ≙ ≚ ≛ ≜ ≝ ≞ ≟ ≠ ≡ ≢ ≣ ≬ ⊌ ⊍ ⊎ ⊏ ⊐ ⊑ ⊒ ⊓ ⊔ & ⅋ ⊕ ⊖ ⊗ ⊘ ⊙ ⊚ ⊛ ⊜ ⊝ ⊞ ⊟ ⊠ ⊡ ⊢ ⊣ ⊤ ⊥ ⊦ ⊧ ⊨ ⊩ ⊪ ⊫ ⊬ ⊭ ⊮ ⊯ ⊰ ⊱ ⊲ ⊳ ⊴ ⊵ ⊶ ⊷ ⊸ ⊹ ⊺ ⊻ ⊼ ⊽ ⊾ ⊿ ⋀ ⋁ ⋂ ⋃ ⋄ ⋅ ⋆ ⋇ ⋈ ⋉ ⋊ ⋋ ⋌ ⋍ ⋎ ⋏ ⋐ ⋑ ⋒ ⋓ ⋔ ⋕ ⋖ ⋗ ⋘ ⋙ ⋚ ⋛ ⋜ ⋝ ⋞ ⋟ ⋠ ⋡ ⋢ ⋣ ⋤ ⋥ ⋦ ⋧ ⋨ ⋩ ⋪ ⋫ ⋬ ⋭ ⋮ ⋯ ⋰ ⋱ ⨀ ⨦ ⨯ ⨸
标志	标志 ㍻ ㍼ ㍽ ㍾ ㋿ ㍿ ✆ ☏ 〒 〶 〠 ☢ ☣ ☠ ♲ ♳ ♴ ♵ ♶ ♷ ♸ ♹ ♺ ♻ ♼ ♽ ♾ ℠ $ € ¥ ¢ £ ₽ ₨ ₩ ฿ ₺ ₮ ₱ ₭ ₴ ₦ ৲ ৳ ૱ ௹ ﷼ ₹ ₲ ₪ ₡ ₫ ៛ ₵ ₢ ₸ ₤ ₳ ₥ ₠ ₣ ₰ ₧ ₯ ♩ ♪ ♫ ♬ ♭ ♮ ♯
几何	几何 ● ○ ◯ ◦⦿ ◉ ◎  ▷ ▸ ▹ ► ▻  ◁ ◂ ◃ ◄ ◅ ▼ ▽ ▾ ▿ ▲ △ ▴ ▵ ■ □  ▢ ▣ ◆ ◇ ◊ ◈ ❖ ❍ ◌ ◍ ◖ ◗ ◐ ◑ ◒ ◓ ◔ ◕ ◴ ◵ ◶ ◷ ◘ ◙ ◚ ◛ ▤ ▥ ▦ ▧ ▨ ▩ ◧ ◨ ◩ ◪ ◫ ◰ ◱ ◲ ◳ ▖ ▗ ▘ ▝ ▚ ▞ ▙ ▛ ▜ ▟ ❏ ❐ ❑ ❒ ❘ ❙ ❚ ▀ ▬ ▔ ▁ ▂ ▃ ▄ ▅ ▆ ▇ █ ▉ ▊ ▋ ▌ ▍ ▎ ▏ ▕ ▐ ▮ ▯ ░ ▒ ▓ ▰ ▱ ◬ ◭ ◮ ◢ ◣ ◤ ◥ ◸ ◹ ◺ ◿ ┏ ┳┓┣╋┫┗┻┛╔╦ ╗ ╠ ╬ ╣ ╚ ╩ ╝ ╓ ╥ ╖ ╟ ╫ ╢ ╙ ╨ ╜ ┌ ┬ ┐ ├ ┼ ┤ └ ┴ ┘ ╭ ╮ ╰ ╯ ━ ═ ╱ ╲ ┅ ┈ ┃ ║ ┆ ┇ ╳
中标	中标 ， 。 ？ ！ ： ； …… ～ “ ” “” 、 （ ） （） —— ‘ ’ ‘’ · ＠ ＆ ＊ ＃ 《 》 《》 ￥ 〈 〉 〈〉 ＄ ［ ］ ［］ ￡ ｛ ｝ ｛｝ ￠ 【 】 【】 ％ 〖 〗 〖〗 ／ 〔 〕 〔〕 ＼ 『 』 『』 ＾ 「 」 「」 ｜ ﹁ ﹂ ｀ ．
英标	英标 , . ? ! : ; … ~ _ - " "" ' / @ * + ( ) () < > <> { } {} [ ] [] = % & $ | \ ♀ ♂ # ¥ £ ¢ € ^ `
间隔号	间隔号 · ‧
音标	音标 i: ɜ: ɑ: ɔ: u: ɪ e æ ʌ ɒ ʊ ə eɪ aɪ ɔɪ əʊ aʊ ɪə eə ʊə p t k f θ s ʃ h tʃ ts tr b d g v ð z ʒ r dʒ dz dr j w m n ŋ l
声调	声调 ˉ ˊ ˇ ˋ ˆ ˙ ˜ ˥ ˦ ˧ ˨ ˩ ꜀ ꜁ ꜂ ꜃ ꜄ ꜅ ꜆ ꜇
注音	注音 ㄅ ㄆ ㄇ ㄈ ㄉ ㄊ ㄋ ㄌ ㄍ ㄎ ㄏ ㄐ ㄑ ㄒ ㄓ ㄔ ㄕ ㄖ ㄗ ㄘ ㄙ ㄚ ㄛ ㄜ ㄝ ㄞ ㄟ ㄠ ㄡ ㄢ ㄣ ㄤ ㄥ ㄦ ㄧ 丨 ㄨ ㄩ
偏旁	偏旁 乛 冫 丷 龹 ⺌ 龸 亻 亼 亽 仒 冖 冂 冃 冄 宀 罒 㓁 罓 冈 凵 厶 刂 勹 匚 匸 卩 阝 厂 丆 广 壬 訁 讠 釒 钅 飠 饣 龺 攵 夂 夊 尢 尣 兂 旡 巜 巛 彐 彑 彡 彳 龰 辶 廴 㞢 忄 㣺 扌 爫 龵 廾 歺 癶 氵 氺 火 灬 爿 丬 疒 牜 ⺶ 犭 豕 豸 虍 艹 卝 龷 丗 龶 芈 丵 菐 黹 礻 衤 糸 糹 纟 龻 镸 髟 襾 覀 吅 㗊 㠭 㸚 叕
部首	部首 丨 亅 丿 乛 一 乙 丶 乚 十 厂 匚 刂 卜 冂 亻 八 人 入 勹 儿 匕 几 亠 冫 丷 冖 讠 凵 卩 阝 刀 力 又 厶 廴 干 艹 屮 彳 巛 川 辶 寸 大 飞 彑 工 弓 廾 广 己 彐 巾 口 马 门 宀 女 犭 山 彡 尸 饣 士 扌 氵 纟 巳 土 囗 兀 夕 小 忄 幺 弋 尢 夂 子 贝 比 灬 长 车 歹 斗 厄 方 风 父 戈 卝 户 火 旡 见 斤 耂 毛 木 牛 牜 爿 片 攴 攵 气 欠 犬 日 氏 礻 手 殳 水 瓦 王 韦 文 无 毋 心 穴 牙 爻 曰 月 爫 支 止 爪 车 白 癶 甘 瓜 禾 钅 立 龙 矛 皿 母 目 疒 鸟 皮 生 石 矢 示 罒 田 玄 疋 业 衤 用 玉 臣 虫 而 耳 缶 艮 虍 臼 老 耒 米 糸 齐 肉 色 舌 糹 网 西 覀 行 血 羊 页 衣 羽 聿 至 舟 竹 自 辰 赤 辵 豆 谷 龟 角 里 卤 麦 身 豕 辛 言 邑 酉 鱼 豸 走 足 采 齿 非 阜 金 隶 黾 青 鱼 雨 隹 釒 革 骨 鬼 韭 面 食(飠) 首 香 音 髟 高 鬲 黄 鹿 麻 鼎 黑 黍 鼓 鼠 裏 鼻 龠
横	横 一
竖	竖 丨 |
撇	撇 丿
捺	捺 丶
折	折 乛 乚 亅
笔划	笔划 ㇀ ㇁ ㇂ ㇃ ㇄ ㇅ ㇆ ㇇ ㇈ ㇉ ㇊ ㇋ ㇌ ㇍ ㇎ ㇏ ㇐ ㇑ ㇒ ㇓ ㇔ ㇕ ㇖ ㇗ ㇘ ㇙ ㇚ ㇛ ㇜ ㇝ ㇞ ㇟ ㇠ ㇡ ㇢ ㇣
平假名	平假名 あ い う え お ぁ ぃ ぅ ぇ ぉ か き く け こ が ぎ ぐ げ ご さ し す せ そ ざ じ ず ぜ ぞ た ち つ て と だ ぢ づ で ど っ な に ぬ ね の は ひ ふ へ ほ ば び ぶ べ ぼ ぱ ぴ ぷ ぺ ぽ ま み む め も や ゆ よ ゃ ゅ ょ ら り る れ ろ わ を ん ゎ
片假名	片假名 ア イ ウ エ オ ァ ィ ゥ ェ ォ カ キ ク ケ コ ガ ギ グ ゲ ゴ サ シ ス セ ソ ザ ジ ズ ゼ ゾ タ チ ツ テ ト ダ ヂ ヅ デ ド ッ ナ ニ ヌ ネ ノ ハ ヒ フ ヘ ホ バ ビ ブ ベ ボ パ ピ プ ペ ポ マ ミ ム メ モ ャ ヤ ュ ユ ョ ヨ ラ リ ル レ ロ ワ ヰ ヱ ヲ ン ヴ ヵ ヶ ー ㋐ ㋑ ㋒ ㋓ ㋔ ㋕ ㋖ ㋗ ㋘ ㋙ ㋚ ㋛ ㋜ ㋝ ㋞ ㋟ ㋠ ㋡ ㋢ ㋣ ㋤ ㋥ ㋦ ㋧ ㋨ ㋩ ㋪ ㋫ ㋬ ㋭ ㋮ ㋯ ㋰ ㋱ ㋲ ㋳ ㋴ ㋵ ㋶ ㋷ ㋸ ㋹ ㋺ ㋻ ㋼ ㋽ ㋾ ｱ ｧ ｲ ｨ ｳ ｩ ｴ ｪ ｵ ｫ ｶ ｷ ｸ ｹ ｺ ｻ ｼ ｽ ｾ ｿ ﾀ ﾁ ﾂ ｯ ﾃ ﾄ ﾅ ﾆ ﾇ ﾈ ﾉ ﾊ ﾋ ﾌ ﾍ ﾎ ﾏ ﾐ ﾑ ﾒ ﾓ ﾔ ｬ ﾕ ｭ ﾖ ｮ ﾗ ﾘ ﾙ ﾚ ﾛ ﾜ ｦ ﾝ ･ ｰ ﾞ ﾟ
日语	日语 ㌀ ㌁ ㌂ ㌃ ㌄ ㌅ ㌆ ㌇ ㌈ ㌉ ㌊ ㌋ ㌌ ㌍ ㌎ ㌏ ㌐ ㌑ ㌒ ㌓ ㌔ ㌕ ㌖ ㌗ ㌘ ㌙ ㌚ ㌛ ㌜ ㌝ ㌞ ㌟ ㌠ ㌡ ㌢ ㌣ ㌤ ㌥ ㌦ ㌧ ㌨ ㌩ ㌪ ㌫ ㌬ ㌭ ㌮ ㌯ ㌰ ㌱ ㌲ ㌳ ㌴ ㌵ ㌶ ㌷ ㌸ ㌹ ㌺ ㌻ ㌼ ㌽ ㌾ ㌿ ㍀ ㍁ ㍂ ㍃ ㍄ ㍅ ㍆ ㍇ ㍈ ㍉ ㍊ ㍋ ㍌ ㍍ ㍎ ㍏ ㍐ ㍑ ㍒ ㍓ ㍔ ㍕ ㍖ ㍗
俄语	俄语 а б в г д е ё ж з и й к л м н о п р с т у ф х ц ч ш щ ъ ы ь э ю я А Б В Г Д Е Ё Ж З И Й К Л М Н О П Р С Т У Ф Х Ц Ч Ш Щ Ъ Ы Ь Э Ю Я
俄	俄 а б в г д е ё ж з и й к л м н о п р с т у ф х ц ч ш щ ъ ы ь э ю я А Б В Г Д Е Ё Ж З И Й К Л М Н О П Р С Т У Ф Х Ц Ч Ш Щ Ъ Ы Ь Э Ю Я
韩语	韩语 ㄱ ㄲ ㄳ ㄴ ㄵ ㄶ ㄷ ㄸ ㄹ ㄺ ㄻ ㄼ ㄽ ㄾ ㄿ ㅀ ㅁ ㅂ ㅃ ㅄ ㅅ ㅆ ㅇ ㅈ ㅉ ㅊ ㅋ ㅌ ㅍ ㅎ ㅏ ㅐ ㅑ ㅒ ㅓ ㅔ ㅕ ㅖ ㅗ ㅘ ㅙ ㅚ ㅛ ㅜ ㅝ ㅞ ㅟ ㅠ ㅡ ㅢ ㅥ ㅦ ㅧ ㅨ ㅩ ㅪ ㅫ ㅬ ㅭ ㅮ ㅯ ㅰ ㅱ ㅲ ㅳ ㅴ ㅵ ㅶ ㅷ ㅸ ㅹ ㅺ ㅻ ㅼ ㅽ ㅾ ㅿ ㆀ ㆁ ㆂ ㆃ ㆄ ㆅ ㆆ ㆇ ㆈ ㆉ ㆊ ㄱ ㄴ ㄷ ㄹ ㅁ ㅂ ㅅ ㅇ ㅈ ㅊ ㅋ ㅌ ㅍ ㅎ ㉠ ㉡ ㉢ ㉣ ㉤ ㉥ ㉦ ㉧ ㉨ ㉩ ㉪ ㉫ ㉬ ㉭ ㉮ ㉯ ㉰ ㉱ ㉲ ㉳ ㉴ ㉵ ㉶ ㉷ ㉸ ㉹ ㉺ ㉻ ㉼ ㉽ ㉾ ㉿ ㈀ ㈁ ㈂ ㈃ ㈄ ㈅ ㈆ ㈇ ㈈ ㈉ ㈊ ㈋ ㈌ ㈍ ㈎ ㈏ ㈐ ㈑ ㈒ ㈓ ㈔ ㈕ ㈖ ㈗ ㈘ ㈙ ㈚ ㈛ ㈜ ㈝ ㈞
韩	韩 ㄱ ㄲ ㄳ ㄴ ㄵ ㄶ ㄷ ㄸ ㄹ ㄺ ㄻ ㄼ ㄽ ㄾ ㄿ ㅀ ㅁ ㅂ ㅃ ㅄ ㅅ ㅆ ㅇ ㅈ ㅉ ㅊ ㅋ ㅌ ㅍ ㅎ ㅏ ㅐ ㅑ ㅒ ㅓ ㅔ ㅕ ㅖ ㅗ ㅘ ㅙ ㅚ ㅛ ㅜ ㅝ ㅞ ㅟ ㅠ ㅡ ㅢ ㅥ ㅦ ㅧ ㅨ ㅩ ㅪ ㅫ ㅬ ㅭ ㅮ ㅯ ㅰ ㅱ ㅲ ㅳ ㅴ ㅵ ㅶ ㅷ ㅸ ㅹ ㅺ ㅻ ㅼ ㅽ ㅾ ㅿ ㆀ ㆁ ㆂ ㆃ ㆄ ㆅ ㆆ ㆇ ㆈ ㆉ ㆊ ㄱ ㄴ ㄷ ㄹ ㅁ ㅂ ㅅ ㅇ ㅈ ㅊ ㅋ ㅌ ㅍ ㅎ ㉠ ㉡ ㉢ ㉣ ㉤ ㉥ ㉦ ㉧ ㉨ ㉩ ㉪ ㉫ ㉬ ㉭ ㉮ ㉯ ㉰ ㉱ ㉲ ㉳ ㉴ ㉵ ㉶ ㉷ ㉸ ㉹ ㉺ ㉻ ㉼ ㉽ ㉾ ㉿ ㈀ ㈁ ㈂ ㈃ ㈄ ㈅ ㈆ ㈇ ㈈ ㈉ ㈊ ㈋ ㈌ ㈍ ㈎ ㈏ ㈐ ㈑ ㈒ ㈓ ㈔ ㈕ ㈖ ㈗ ㈘ ㈙ ㈚ ㈛ ㈜ ㈝ ㈞
元素	元素 氢H 氦He 锂Li 铍Be 硼B 碳C 氮N 氧O 氟F 氖Ne 钠Na 镁Mg 铝Al 硅Si 磷P 硫S 氯Cl 氩Ar 钾K 钙Ca 钪Sc 钛Ti 钒V 铬Cr 锰Mn 铁Fe 钴Co 镍Ni 铜Cu 锌Zn 镓Ga 锗Ge 砷As 硒Se 溴Br 氪Kr 铷Rb 锶Sr 钇Y 锆Zr 铌Nb 钼Mo 锝Tc 钌Ru 铑Rh 钯Pd 银Ag 镉Cd 铟In 锡Sn 锑Sb 碲Te 碘I 氙Xe 铯Cs 钡Ba 镧La 铈Ce 镨Pr 钕Nd 钷Pm 钐Sm 铕Eu 钆Gd 铽Tb 镝Dy 钬Ho 铒Er 铥Tm 镱Yb 镥Lu 铪Hf 钽Ta 钨W 铼Re 锇Os 铱Ir 铂Pt 金Au 汞Hg 铊Tl 铅Pb 铋Bi 钋Po 砹At 氡Rn 钫Fr 镭Ra 锕Ac 钍Th 镤Pa 铀U 镎Np 钚Pu 镅Am 锔Cm 锫Bk 锎Cf 锿Es 镄Fm 钔Md 锘No 铹Lr 𬬻Rf 𬭊Db 𬭳Sg 𬭛Bh 𬭶Hs 鿏Mt 𫟼Ds 𬬭Rg 鿔Cn 鿭Nh 𫓧Fl 镆Mc 𫟷Lv 鿬Ts 鿫Og
象形文字	象形文字 𓀀 𓀁 𓀂 𓀃 𓀄 𓀅 𓀆 𓀇 𓀈 𓀉 𓀊 𓀋 𓀌 𓀍 𓀎 𓀏 𓀐 𓀑 𓀒 𓀓 𓀔 𓀕 𓀖 𓀗 𓀘 𓀙 𓀚 𓀛 𓀜 𓀝 𓀞 𓀟 𓀠 𓀡 𓀢 𓀣 𓀤 𓀥 𓀦 𓀧 𓀨 𓀩 𓀪 𓀫 𓀬 𓀻 𓀼 𓀽 𓀾 𓀿 𓁀 𓁁 𓁂 𓁃 𓁄 𓁅 𓁆 𓁇 𓁈 𓁉 𓁟 𓁠 𓁩 𓁶 𓁷 𓃒 𓃗 𓃘 𓃝 𓃟 𓃠 𓃡 𓃩 𓃬 𓃯 𓃰 𓃱 𓃲 𓃵 𓃷 𓃻 𓅜 𓅦 𓅪 𓅭 𓅰 𓆟 𓆡 𓆏 𓃭 𓃹 𓃾 𓄿 𓆂 𓅓 𓅔 𓅡 𓅡 𓅬 𓅱 𓅿 𓅹 𓆈 𓆉 𓆊 𓆌 𓆋 𓆐 𓆑 𓆓 𓆕 𓆗 𓆙 𓆚 𓆞 𓆣 𓆤 𓆦 𓆧 𓆨 𓆫 𓆱 𓇳 𓇹 𓊛
制表	制表 ─ ━ │ ┃ ┄ ┅ ┆ ┇ ┈ ┉ ┊ ┋ ┌ ┍ ┎ ┏ ┐ ┑ ┒ ┓ └ ┕ ┖ ┗ ┘ ┙ ┚ ┛ ├ ┝ ┞ ┟ ┠ ┡ ┢ ┣ ┤ ┥ ┦ ┧ ┨ ┩ ┪ ┫ ┬ ┭ ┮ ┯ ┰ ┱ ┲ ┳ ┴ ┵ ┶ ┷ ┸ ┹ ┶ ┻ ┼ ┽ ┾ ┿ ╀ ╁ ╂ ╃ ╄ ╅ ╆ ╇ ╈ ╉ ╊ ╋ ═ ║ ╒ ╓ ╔ ╕ ╖ ╗ ╘ ╙ ╚ ╛ ╜ ╝ ╞ ╟ ╠ ╡ ╢ ╣ ╤ ╥ ╦ ╧ ╨ ╩ ╪ ╫ ╬ ╭ ╮ ╯ ╰ ╱ ╲ ╳
up	up 🆙
soon	soon 🔜
上	上 ㊤ 🆙 ⬆ ↑ ⇑ ⇧ ⇡ ⇈ 📈
下	下 ㊦ ⬇ ↓ ⇓ ⇩ ⇣ ⇊ 📉
上涨	上涨 📈
下跌	下跌 📉
增长	增长 📈
减少	减少 📉
左	左 ㊧ ⬅ 🈬 ← ⇐ ⇦ ⇠ ⇇
右	右 ㊨ ➡ 🈮 → ⇒ ⇨ ⇢ ⇉
箭头	箭头 ⬆ ↗ ➡ ↘ ⬇ ↙ ⬅ ↖ ↕ ↔ ↩ ↪ ⤴ ⤵ 🔃 🔄 🔙 🔚 🔛 🔜 🔝 ↑ ⇑ ⇧ ⇡ ⇈ ↓ ⇓ ⇩ ⇣ ⇊ ← ⇐ ⇦ ⇠ ⇇ → ⇒ ⇨ ⇢ ⇉ ↵ ↳ ↰ ↱ ↶ ↷ ↺ ↻ ↚ ↛ ↮ ↜ ↝ ↞ ↟ ↠ ↡ ↢ ↣ ↤ ↥ ↦ ↧ ↨ ↫ ↬ ↭ ↯ ↲ ↴ ↸ ↹ ↼ ↽ ↾ ↿ ⇀ ⇁ ⇂ ⇃ ⇄ ⇅ ⇆ ⇇ ⇈ ⇉ ⇊ ⇋ ⇌ ⇍ ⇏ ⇔ ⇎ ⇕ ⇖ ⇗ ⇘ ⇙ ⇚ ⇛ ⇜ ⇝ ⇞ ⇟ ⇤ ⇥ ⇪ ⇫ ⇬ ⇭ ⇮ ⇯ ⇰ ⇱ ⇲ ⇳ ⇴ ⇵ ⇶ ⇷ ⇸ ⇹ ⇺ ⇻ ⇼ ⇽ ➔ ➘ ➙ ➚ ➛ ➜ ➝ ➞ ➟ ➠ ➢ ➣ ➤ ➥ ➦ ➧ ➨ ➩ ➪ ➫ ➬ ➭ ➮ ➱ ➲ ⎋ ➳ ➴ ➵ ➶ ➷ ➸ ➹ ➺ ➻ ➼ ➽ ➾ ⟰ ⟱
礼拜室	礼拜室 🛐
寺庙	寺庙 🛕
庙	庙 🛕
原子	原子 ⚛️
无穷	无穷 ♾️ ♾ ∞ +∞ -∞
无限	无限 ♾️ ♾ ∞
宗教	宗教 🕉 ✡ ☸ ✝ ☦ ☪ ☮ 🪬 🕎 🔯 ☯️ 🛐 🪯 ⛪️ 🕌 🕍 🕋 ⛩
基督教	基督教 ✝
太极	太极 ☯
阴阳	阴阳 ☯
八门	八门 开门 休门 生门 伤门 杜门 景门 死门 惊门
八卦	八卦 ☯ ☰ ☱ ☲ ☳ ☷ ☶ ☵ ☴ 天乾☰ 泽兑☱ 火离☲ 雷震☳ 地坤☷ 山艮☶ 水坎☵ 风巽☴
乾	乾 ☰
兑	兑 ☱
离	离 ☲
震	震 ☳
坤	坤 ☷
艮	艮 ☶
坎	坎 ☵
巽	巽 ☴
六十四卦	六十四卦 ䷀ ䷁ ䷂ ䷃ ䷄ ䷅ ䷆ ䷇ ䷈ ䷉ ䷊ ䷋ ䷌ ䷍ ䷎ ䷏ ䷐ ䷑ ䷒ ䷓ ䷔ ䷕ ䷖ ䷗ ䷘ ䷙ ䷚ ䷛ ䷜ ䷝ ䷞ ䷟ ䷠ ䷡ ䷢ ䷣ ䷤ ䷥ ䷦ ䷧ ䷨ ䷩ ䷪ ䷫ ䷬ ䷭ ䷮ ䷯ ䷰ ䷱ ䷲ ䷳ ䷴ ䷵ ䷶ ䷷ ䷸ ䷹ ䷺ ䷻ ䷼ ䷽ ䷾ ䷿ 乾䷀ 坤䷁ 屯䷂ 蒙䷃ 需䷄ 讼䷅ 师䷆ 比䷇ 小畜䷈ 履䷉ 泰䷊ 否䷋ 同人䷌ 大有䷍ 谦䷎ 豫䷏ 随䷐ 蛊䷑ 临䷒ 观䷓ 噬嗑䷔ 贲䷕ 剥䷖ 复䷗ 无妄䷘ 大畜䷙ 颐䷚ 大过䷛ 坎䷜ 离䷝ 咸䷞ 恒䷟ 遁䷠ 大壮䷡ 晋䷢ 明夷䷣ 家人䷤ 睽䷥ 蹇䷦ 解䷧ 损䷨ 益䷩ 夬䷪ 姤䷫ 萃䷬ 升䷭ 困䷮ 井䷯ 革䷰ 鼎䷱ 震䷲ 艮䷳ 渐䷴ 归妹䷵ 丰䷶ 旅䷷ 巽䷸ 兑䷹ 涣䷺ 节䷻ 中孚䷼ 小过䷽ 既济䷾ 未济䷿
